vendor_id,year_month,risk_score,delivery_score,dispute_score,quality_score,overall_trend
V105,2025-04,42.1,52.0,17.4,72.2,stable
V105,2025-05,41.9,62.9,18.1,54.3,stable
V105,2025-05,45.5,47.3,27.5,60.4,stable
V105,2025-06,44.7,54.4,18.5,55.3,stable
V105,2025-07,41.1,54.5,19.4,68.7,stable
V105,2025-08,41.5,54.1,21.9,58.3,stable
V105,2025-09,46.3,51.4,18.6,50.0,stable
V105,2025-10,42.4,56.2,16.7,51.8,stable
V105,2025-11,44.7,52.3,17.6,58.6,stable
V414,2025-01,58.5,46.6,27.7,51.3,stable
V414,2025-01,57.8,40.8,31.2,50.0,stable
V414,2025-03,55.7,40.0,26.7,50.9,stable
V414,2025-04,59.6,47.5,34.2,50.0,stable
V414,2025-05,59.2,42.2,29.8,50.0,stable
V414,2025-05,58.2,46.7,33.4,50.0,stable
V414,2025-06,56.2,49.8,32.6,50.0,stable
V414,2025-07,57.8,43.1,27.3,50.0,stable
V414,2025-08,60.2,40.0,31.7,50.0,stable
V414,2025-09,61.5,40.6,27.0,50.0,stable
V414,2025-10,58.8,40.0,26.2,50.0,stable
V414,2025-11,59.7,40.0,34.5,50.0,stable
V017,2025-01,44.6,50.9,23.4,50.0,stable
V017,2025-01,39.1,54.5,22.2,54.2,stable
V017,2025-03,43.7,48.9,23.1,50.0,stable
V017,2025-04,41.9,49.1,17.1,50.0,stable
V017,2025-05,42.0,65.2,21.8,50.0,stable
V017,2025-05,42.0,49.2,23.1,50.8,stable
V017,2025-06,39.0,64.6,23.1,56.6,stable
V017,2025-07,41.5,60.6,19.2,50.0,stable
V017,2025-08,39.5,60.7,17.1,55.2,stable
V017,2025-09,38.8,67.6,18.6,65.4,stable
V017,2025-10,41.6,51.3,19.1,67.0,stable
V017,2025-11,38.1,60.1,20.6,61.0,stable
V184,2025-01,51.2,44.6,22.1,51.5,stable
V184,2025-01,50.2,44.0,23.2,56.3,stable
V184,2025-03,54.5,51.1,29.4,58.7,increasing
V184,2025-04,52.9,48.7,28.0,50.0,increasing
V184,2025-05,55.8,47.2,32.4,58.0,increasing
V184,2025-05,57.7,43.6,33.8,50.0,increasing
V184,2025-06,56.7,44.1,24.6,54.7,increasing
V184,2025-07,57.6,44.5,30.4,50.0,increasing
V184,2025-08,55.3,40.0,28.4,57.1,increasing
V184,2025-09,55.9,50.1,32.7,50.0,increasing
V184,2025-10,56.4,53.1,30.1,50.0,increasing
V184,2025-11,60.8,40.0,26.2,50.0,increasing
V446,2025-01,24.6,74.3,11.5,77.4,stable
V446,2025-01,26.1,66.5,13.4,82.2,stable
V446,2025-03,23.6,78.1,8.2,69.2,stable
V446,2025-04,23.0,73.3,7.3,74.6,stable
V446,2025-05,27.3,74.3,15.0,80.9,stable
V446,2025-05,26.9,80.7,8.6,61.8,stable
V446,2025-06,23.1,78.0,15.9,84.2,stable
V446,2025-07,22.4,68.3,10.5,83.3,stable
V446,2025-08,27.7,65.0,17.5,84.9,stable
V446,2025-09,27.3,69.8,12.6,74.5,stable
V446,2025-10,26.2,66.2,17.1,85.8,stable
V446,2025-11,25.6,76.8,17.7,60.8,stable
V053,2025-01,60.8,44.0,29.7,50.0,stable
V053,2025-01,61.4,43.2,33.0,50.0,stable
V053,2025-03,62.4,40.0,27.7,50.0,stable
V053,2025-04,61.3,42.2,30.2,50.0,stable
V053,2025-05,59.0,45.4,27.3,50.0,stable
V053,2025-05,59.6,40.2,25.3,50.0,stable
V053,2025-06,61.6,40.0,35.1,50.0,stable
V053,2025-07,61.0,44.1,35.0,50.0,stable
V053,2025-08,64.6,43.0,34.6,50.0,stable
V053,2025-09,60.9,46.7,28.6,50.0,stable
V053,2025-10,60.5,40.0,30.1,50.0,stable
V053,2025-11,60.7,48.1,28.0,50.0,stable
V316,2025-01,25.8,68.3,16.3,81.8,stable
V316,2025-01,23.7,84.4,16.4,77.5,stable
V316,2025-03,26.8,63.3,16.7,59.0,decreasing
V316,2025-04,21.7,87.1,11.6,85.2,decreasing
V316,2025-05,22.1,84.5,9.0,66.2,decreasing
V316,2025-05,21.7,85.2,10.3,76.2,decreasing
V316,2025-06,17.6,89.7,13.7,89.4,decreasing
V316,2025-07,15.2,81.9,3.4,93.6,decreasing
V316,2025-08,17.4,79.2,8.8,75.9,decreasing
V316,2025-09,15.3,85.0,10.4,90.9,decreasing
V316,2025-10,11.9,96.6,5.3,100.0,decreasing
V316,2025-11,13.3,83.1,10.0,91.6,decreasing
V399,2025-01,17.5,84.3,12.5,74.1,stable
V399,2025-01,18.6,80.8,9.2,72.0,stable
V399,2025-03,21.9,70.8,12.3,65.8,increasing
V399,2025-04,23.4,81.0,8.9,74.6,increasing
V399,2025-05,24.7,77.5,14.5,61.5,increasing
V399,2025-05,27.3,74.9,15.0,64.7,increasing
V399,2025-06,26.7,73.9,17.9,84.6,increasing
V399,2025-07,31.1,76.4,17.2,68.6,increasing
V399,2025-08,31.3,70.6,16.1,62.6,increasing
V399,2025-09,30.3,79.0,19.1,77.6,increasing
V399,2025-10,32.9,66.0,13.9,64.8,increasing
V399,2025-11,32.9,76.2,18.1,62.5,increasing
V406,2025-01,67.3,40.0,37.3,50.0,stable
V406,2025-01,66.8,40.0,31.1,50.0,stable
V406,2025-03,68.5,40.0,34.9,50.0,increasing
V406,2025-04,68.1,40.0,37.2,50.0,increasing
V406,2025-05,66.3,40.0,33.0,50.0,increasing
V406,2025-05,69.3,40.0,34.1,50.0,increasing
V406,2025-06,71.4,40.0,38.5,50.0,increasing
V406,2025-07,72.7,40.0,32.6,50.0,increasing
V406,2025-08,73.2,40.0,35.4,50.0,increasing
V406,2025-09,70.2,40.0,37.8,50.0,increasing
V406,2025-10,69.2,40.0,35.0,50.0,increasing
V406,2025-11,74.6,40.0,39.5,50.0,increasing
V115,2025-01,33.3,71.4,21.0,52.8,stable
V115,2025-01,32.0,76.8,12.0,64.9,stable
V115,2025-03,34.7,58.4,15.4,57.2,stable
V115,2025-04,36.3,58.6,15.9,52.4,stable
V115,2025-05,36.3,66.8,14.5,70.9,stable
V115,2025-05,33.1,58.6,12.3,73.5,stable
V115,2025-06,36.0,62.3,13.1,73.9,stable
V115,2025-07,34.9,58.1,19.8,73.9,stable
V115,2025-08,32.4,69.8,14.3,62.4,stable
V115,2025-09,34.2,56.3,14.8,56.9,stable
V115,2025-10,32.6,70.5,16.0,61.2,stable
V115,2025-11,31.4,77.9,16.3,68.1,stable
V332,2025-01,82.0,40.0,45.5,50.0,stable
V332,2025-01,79.2,40.0,40.4,50.0,stable
V332,2025-03,78.5,40.0,39.0,50.0,decreasing
V332,2025-04,74.6,40.0,38.6,50.0,decreasing
V332,2025-05,75.1,40.0,42.0,50.0,decreasing
V332,2025-05,71.1,40.0,38.9,50.0,decreasing
V332,2025-06,74.6,40.0,32.9,50.0,decreasing
V332,2025-07,71.0,40.0,38.8,50.0,decreasing
V332,2025-08,71.5,40.0,39.5,50.0,decreasing
V332,2025-09,67.6,40.0,33.7,50.0,decreasing
V332,2025-10,71.0,40.0,35.1,50.0,decreasing
V332,2025-11,67.5,40.0,36.1,50.0,decreasing
V367,2025-01,66.8,40.0,33.6,50.0,stable
V367,2025-01,67.8,40.0,30.0,50.0,stable
V367,2025-03,70.2,40.0,35.3,50.0,increasing
V367,2025-04,73.1,40.0,31.6,50.0,increasing
V367,2025-05,74.4,40.0,41.0,50.0,increasing
V367,2025-05,71.0,40.0,36.1,50.0,increasing
V367,2025-06,71.4,40.0,38.7,50.0,increasing
V367,2025-07,72.5,40.0,36.0,50.0,increasing
V367,2025-08,72.9,40.0,41.4,50.0,increasing
V367,2025-09,72.5,40.0,36.0,50.0,increasing
V367,2025-10,73.2,40.0,41.6,50.0,increasing
V367,2025-11,77.0,40.0,34.4,50.0,increasing
V200,2025-01,27.6,63.8,15.1,83.9,stable
V200,2025-01,24.6,65.7,9.2,68.9,stable
V200,2025-03,26.6,71.9,15.6,69.4,decreasing
V200,2025-04,24.3,84.4,12.8,80.0,decreasing
V200,2025-05,19.5,82.4,5.8,72.0,decreasing
V200,2025-05,17.9,83.4,5.2,82.8,decreasing
V200,2025-06,19.2,78.4,10.4,91.4,decreasing
V200,2025-07,17.6,91.8,11.2,85.9,decreasing
V200,2025-08,18.0,76.2,4.0,74.0,decreasing
V200,2025-09,12.4,96.2,7.3,76.9,decreasing
V200,2025-10,12.5,77.5,2.0,100.0,decreasing
V200,2025-11,9.0,97.1,3.8,90.1,decreasing
V122,2025-01,51.4,46.4,28.5,54.7,stable
V122,2025-01,53.8,53.0,25.1,50.0,stable
V122,2025-03,56.9,40.0,25.1,50.0,increasing
V122,2025-04,56.6,40.0,27.7,50.0,increasing
V122,2025-05,60.7,40.0,26.6,51.3,increasing
V122,2025-05,62.1,40.0,34.7,50.0,increasing
V122,2025-06,64.5,40.0,31.5,50.0,increasing
V122,2025-07,66.7,41.7,30.3,50.0,increasing
V122,2025-08,68.7,41.2,31.3,50.0,increasing
V122,2025-09,65.9,40.0,31.2,50.0,increasing
V122,2025-10,71.9,40.0,31.1,50.0,increasing
V122,2025-11,71.9,40.0,34.9,50.0,increasing
V262,2025-01,49.8,56.6,28.5,63.0,stable
V262,2025-01,50.1,52.6,24.9,50.0,stable
V262,2025-03,49.4,55.6,27.8,50.0,stable
V262,2025-04,44.4,63.5,18.7,62.7,stable
V262,2025-05,49.5,43.1,24.0,60.8,stable
V262,2025-05,44.7,58.0,18.0,50.0,stable
V262,2025-06,47.7,62.0,20.8,55.7,stable
V262,2025-07,44.6,62.1,25.8,50.0,stable
V262,2025-08,48.9,59.3,25.3,64.5,stable
V262,2025-09,47.8,61.0,22.9,62.4,stable
V262,2025-10,48.8,42.5,27.6,51.3,stable
V262,2025-11,49.2,42.5,24.0,50.0,stable
V357,2025-01,38.0,66.9,22.4,50.0,stable
V357,2025-01,39.9,57.1,18.4,62.1,stable
V357,2025-03,43.7,57.6,21.5,50.0,increasing
V357,2025-04,41.3,63.3,17.5,61.4,increasing
V357,2025-05,47.8,57.5,26.8,50.0,increasing
V357,2025-05,45.5,46.1,25.0,50.0,increasing
V357,2025-06,49.6,53.3,28.8,50.0,increasing
V357,2025-07,50.3,42.3,20.7,55.8,increasing
V357,2025-08,48.1,44.7,22.2,50.0,increasing
V357,2025-09,49.5,58.2,21.5,50.0,increasing
V357,2025-10,53.8,41.5,26.8,50.0,increasing
V357,2025-11,52.9,49.9,26.0,51.0,increasing
V148,2025-01,36.5,56.6,18.9,78.3,stable
V148,2025-01,33.7,69.2,18.7,60.0,stable
V148,2025-03,31.2,78.2,16.1,76.1,decreasing
V148,2025-04,28.8,71.4,11.5,62.7,decreasing
V148,2025-05,26.9,81.6,13.6,77.1,decreasing
V148,2025-05,26.2,73.1,11.3,75.7,decreasing
V148,2025-06,25.4,82.6,10.9,62.7,decreasing
V148,2025-07,21.7,86.3,7.4,77.6,decreasing
V148,2025-08,19.6,88.4,6.7,76.1,decreasing
V148,2025-09,16.7,84.3,10.8,81.5,decreasing
V148,2025-10,17.5,84.4,10.7,89.5,decreasing
V148,2025-11,14.7,80.2,9.6,88.4,decreasing
V453,2025-01,73.2,40.0,34.0,50.0,stable
V453,2025-01,79.7,40.0,39.1,50.0,stable
V453,2025-03,78.7,40.0,36.0,50.0,increasing
V453,2025-04,78.1,40.0,41.0,50.0,increasing
V453,2025-05,83.1,40.0,38.0,50.0,increasing
V453,2025-05,83.2,40.0,37.5,50.0,increasing
V453,2025-06,80.5,40.0,39.2,50.0,increasing
V453,2025-07,84.7,40.0,39.1,50.0,increasing
V453,2025-08,82.9,40.0,40.8,50.0,increasing
V453,2025-09,83.8,40.0,44.7,50.0,increasing
V453,2025-10,85.0,40.0,43.0,50.0,increasing
V453,2025-11,86.4,40.0,42.0,50.0,increasing
V341,2025-01,44.9,63.8,21.5,50.0,stable
V341,2025-01,43.6,59.9,25.5,59.3,stable
V341,2025-03,44.0,52.9,23.7,70.1,decreasing
V341,2025-04,39.9,67.8,16.7,52.1,decreasing
V341,2025-05,40.8,59.2,15.4,62.1,decreasing
V341,2025-05,40.0,51.6,17.3,60.0,decreasing
V341,2025-06,36.8,59.3,14.3,59.7,decreasing
V341,2025-07,36.5,56.5,16.4,68.7,decreasing
V341,2025-08,37.2,58.0,23.2,53.2,decreasing
V341,2025-09,35.7,64.7,13.9,73.5,decreasing
V341,2025-10,34.3,70.4,18.7,62.9,decreasing
V341,2025-11,35.9,57.3,14.3,64.3,decreasing
V484,2025-01,75.8,40.0,40.6,50.0,stable
V484,2025-01,70.3,40.0,36.2,50.0,stable
V484,2025-03,70.2,40.0,34.9,50.0,decreasing
V484,2025-04,69.5,40.0,37.6,50.0,decreasing
V484,2025-05,68.3,40.0,35.9,50.0,decreasing
V484,2025-05,65.9,42.8,33.8,50.0,decreasing
V484,2025-06,67.5,40.0,33.3,50.0,decreasing
V484,2025-07,63.1,40.0,31.4,50.0,decreasing
V484,2025-08,65.5,40.0,30.3,50.0,decreasing
V484,2025-09,60.7,45.7,30.8,50.0,decreasing
V484,2025-10,59.8,40.0,28.2,50.0,decreasing
V484,2025-11,60.1,40.0,25.4,50.0,decreasing
V408,2025-01,43.6,61.0,23.1,54.4,stable
V408,2025-01,44.0,65.4,23.9,50.0,stable
V408,2025-03,46.7,60.0,25.7,54.0,decreasing
V408,2025-04,43.9,47.7,20.7,50.0,decreasing
V408,2025-05,46.4,56.4,27.0,50.1,decreasing
V408,2025-05,45.8,45.8,27.2,61.7,decreasing
V408,2025-06,41.8,48.7,25.4,50.9,decreasing
V408,2025-07,42.5,65.1,24.6,55.5,decreasing
V408,2025-08,38.7,55.1,17.0,55.4,decreasing
V408,2025-09,40.4,66.6,17.7,68.5,decreasing
V408,2025-10,39.0,60.5,22.1,59.1,decreasing
V408,2025-11,40.6,65.0,18.1,64.5,decreasing
V464,2025-01,64.6,40.0,27.5,50.0,stable
V464,2025-01,62.3,40.0,32.1,52.0,stable
V464,2025-03,61.9,40.0,26.1,50.0,decreasing
V464,2025-04,58.8,40.0,31.5,51.0,decreasing
V464,2025-05,60.5,42.2,28.5,50.0,decreasing
V464,2025-05,61.0,40.0,28.9,50.0,decreasing
V464,2025-06,56.6,42.7,30.7,50.0,decreasing
V464,2025-07,56.6,46.9,25.8,50.0,decreasing
V464,2025-08,56.0,53.4,29.3,50.0,decreasing
V464,2025-09,51.4,42.7,30.6,50.0,decreasing
V464,2025-10,49.6,46.7,26.5,50.0,decreasing
V464,2025-11,50.1,43.3,23.5,50.0,decreasing
V475,2025-01,16.9,77.7,12.7,72.0,stable
V475,2025-01,17.7,89.3,4.8,73.9,stable
V475,2025-03,20.0,81.4,6.8,69.8,stable
V475,2025-04,18.8,85.9,8.4,78.5,stable
V475,2025-05,18.6,79.7,10.3,75.9,stable
V475,2025-05,16.3,75.8,12.0,97.5,stable
V475,2025-06,18.8,77.6,9.7,78.0,stable
V475,2025-07,19.4,80.5,9.3,90.4,stable
V475,2025-08,17.0,91.5,5.3,76.7,stable
V475,2025-09,17.5,79.2,8.4,72.7,stable
V475,2025-10,19.8,77.9,11.4,94.4,stable
V475,2025-11,16.8,85.9,9.6,72.3,stable
V351,2025-01,80.4,40.0,38.4,50.0,stable
V351,2025-01,78.0,40.0,34.9,50.0,stable
V351,2025-03,77.7,40.0,40.4,50.0,decreasing
V351,2025-04,77.0,40.0,35.1,50.0,decreasing
V351,2025-05,75.7,40.0,42.2,50.0,decreasing
V351,2025-05,70.9,40.0,39.4,50.0,decreasing
V351,2025-06,70.4,40.0,36.2,50.0,decreasing
V351,2025-07,71.0,40.0,35.5,50.0,decreasing
V351,2025-08,68.4,40.0,38.4,50.0,decreasing
V351,2025-09,66.2,43.1,28.2,50.0,decreasing
V351,2025-10,66.1,41.3,38.0,50.0,decreasing
V351,2025-11,61.0,40.0,28.1,50.0,decreasing
V433,2025-01,30.9,69.8,10.7,68.5,stable
V433,2025-01,33.0,62.8,15.5,76.6,stable
V433,2025-03,34.9,62.3,19.6,65.4,increasing
V433,2025-04,35.9,62.7,14.2,53.5,increasing
V433,2025-05,35.2,71.3,20.2,53.1,increasing
V433,2025-05,36.3,61.9,16.6,76.1,increasing
V433,2025-06,41.8,52.4,16.9,62.5,increasing
V433,2025-07,39.1,68.9,19.5,53.2,increasing
V433,2025-08,41.9,54.0,20.4,66.7,increasing
V433,2025-09,46.2,55.2,24.0,61.7,increasing
V433,2025-10,44.5,51.2,19.5,51.6,increasing
V433,2025-11,47.5,48.3,28.2,50.0,increasing
V283,2025-01,55.0,40.0,30.6,50.0,stable
V283,2025-01,54.8,52.4,25.0,50.0,stable
V283,2025-03,56.4,45.3,24.7,50.0,stable
V283,2025-04,53.6,46.6,30.5,50.0,stable
V283,2025-05,54.4,53.6,31.9,50.0,stable
V283,2025-05,55.2,44.9,27.8,50.0,stable
V283,2025-06,57.3,45.6,32.4,50.0,stable
V283,2025-07,54.8,42.8,29.1,50.0,stable
V283,2025-08,53.4,40.8,23.2,50.0,stable
V283,2025-09,56.5,40.0,25.2,50.0,stable
V283,2025-10,55.7,47.1,23.0,51.7,stable
V283,2025-11,57.3,48.4,32.6,50.0,stable
V388,2025-01,61.8,47.3,31.0,50.0,stable
V388,2025-01,64.3,42.6,32.5,50.0,stable
V388,2025-03,63.9,40.0,32.2,50.0,increasing
V388,2025-04,64.4,40.0,36.6,50.0,increasing
V388,2025-05,61.6,42.8,27.6,52.8,increasing
V388,2025-05,62.3,40.0,33.6,50.0,increasing
V388,2025-06,66.8,41.3,29.7,50.0,increasing
V388,2025-07,63.1,40.0,34.2,50.0,increasing
V388,2025-08,63.0,44.6,27.0,50.0,increasing
V388,2025-09,63.4,40.0,31.1,50.0,increasing
V388,2025-10,64.1,40.0,33.0,50.0,increasing
V388,2025-11,64.1,40.0,36.1,50.0,increasing
V394,2025-01,72.8,40.0,36.0,50.0,stable
V394,2025-01,73.3,40.0,36.6,50.0,stable
V394,2025-03,72.6,40.0,40.8,50.0,increasing
V394,2025-04,75.6,40.0,35.5,50.0,increasing
V394,2025-05,73.0,40.0,41.3,50.0,increasing
V394,2025-05,74.9,40.0,42.2,50.0,increasing
V394,2025-06,73.7,40.0,36.2,50.0,increasing
V394,2025-07,79.1,40.0,40.9,50.0,increasing
V394,2025-08,75.4,40.0,40.3,50.0,increasing
V394,2025-09,78.1,40.0,39.4,50.0,increasing
V394,2025-10,77.7,40.0,39.6,50.0,increasing
V394,2025-11,77.7,40.0,41.7,50.0,increasing
V380,2025-01,37.9,65.2,21.8,70.5,stable
V380,2025-01,33.9,74.8,16.7,76.8,stable
V380,2025-03,34.4,58.5,15.5,61.2,stable
V380,2025-04,37.3,61.7,17.9,59.5,stable
V380,2025-05,35.6,69.6,16.8,78.5,stable
V380,2025-05,35.5,70.6,22.5,72.5,stable
V380,2025-06,33.8,70.3,14.0,72.7,stable
V380,2025-07,35.7,61.8,16.1,73.0,stable
V380,2025-08,36.1,65.1,15.1,55.3,stable
V380,2025-09,37.5,69.6,14.8,54.8,stable
V380,2025-10,36.7,62.9,20.6,62.4,stable
V380,2025-11,40.8,50.1,22.0,64.8,stable
V104,2025-01,77.6,40.0,34.8,50.0,stable
V104,2025-01,74.7,40.0,41.6,50.0,stable
V104,2025-03,73.0,40.0,34.7,50.0,decreasing
V104,2025-04,73.7,40.0,33.4,50.0,decreasing
V104,2025-05,71.5,40.0,33.2,50.0,decreasing
V104,2025-05,74.0,40.0,37.3,50.0,decreasing
V104,2025-06,68.6,40.0,30.0,50.0,decreasing
V104,2025-07,71.8,40.0,39.4,50.0,decreasing
V104,2025-08,69.3,40.0,31.5,50.0,decreasing
V104,2025-09,68.5,40.0,36.0,50.0,decreasing
V104,2025-10,66.3,40.0,28.4,50.0,decreasing
V104,2025-11,66.3,40.0,33.0,50.0,decreasing
V318,2025-01,22.4,87.5,15.8,88.8,stable
V318,2025-01,22.0,78.8,8.8,73.0,stable
V318,2025-03,21.5,70.0,6.7,80.2,increasing
V318,2025-04,22.9,70.3,11.6,87.7,increasing
V318,2025-05,26.7,72.7,14.8,64.0,increasing
V318,2025-05,24.7,78.9,15.5,74.2,increasing
V318,2025-06,30.7,79.2,11.9,64.2,increasing
V318,2025-07,27.5,74.0,13.3,80.9,increasing
V318,2025-08,31.9,77.1,19.9,65.1,increasing
V318,2025-09,30.3,72.2,14.1,55.0,increasing
V318,2025-10,31.5,61.5,19.3,71.0,increasing
V318,2025-11,35.3,65.4,19.2,55.7,increasing
V227,2025-01,57.9,47.5,26.0,50.0,stable
V227,2025-01,59.0,43.1,32.9,50.0,stable
V227,2025-03,63.8,45.3,30.2,50.0,increasing
V227,2025-04,63.8,40.0,29.9,50.0,increasing
V227,2025-05,65.8,42.9,30.1,50.0,increasing
V227,2025-05,66.8,41.1,32.8,50.0,increasing
V227,2025-06,70.1,40.0,37.5,50.0,increasing
V227,2025-07,71.9,40.0,34.9,50.0,increasing
V227,2025-08,73.7,40.0,32.8,50.0,increasing
V227,2025-09,78.7,40.0,35.6,50.0,increasing
V227,2025-10,75.7,40.0,38.9,50.0,increasing
V227,2025-11,78.7,40.0,44.2,50.0,increasing
V116,2025-01,58.7,40.5,24.4,50.4,stable
V116,2025-01,60.3,46.9,28.7,53.1,stable
V116,2025-03,62.7,40.0,34.8,50.0,stable
V116,2025-04,63.6,40.0,33.2,50.0,stable
V116,2025-05,60.2,48.8,27.9,50.0,stable
V116,2025-05,59.2,40.0,27.1,50.0,stable
V116,2025-06,57.9,40.0,30.9,50.0,stable
V116,2025-07,57.3,48.7,32.3,50.0,stable
V116,2025-08,59.1,40.0,26.1,50.0,stable
V116,2025-09,62.3,47.0,33.6,50.0,stable
V116,2025-10,57.6,50.0,24.9,50.0,stable
V116,2025-11,59.4,40.0,30.9,52.9,stable
V325,2025-01,49.7,46.9,28.7,50.0,stable
V325,2025-01,51.2,57.1,21.1,50.0,stable
V325,2025-03,50.6,49.9,21.9,50.0,increasing
V325,2025-04,53.3,40.0,31.5,50.0,increasing
V325,2025-05,51.8,57.9,29.5,50.0,increasing
V325,2025-05,50.7,51.4,26.7,50.0,increasing
V325,2025-06,53.7,54.4,23.1,51.0,increasing
V325,2025-07,54.1,48.2,29.2,50.0,increasing
V325,2025-08,57.3,49.7,25.6,50.0,increasing
V325,2025-09,54.6,54.2,24.6,50.0,increasing
V325,2025-10,55.4,42.7,31.6,50.0,increasing
V325,2025-11,57.2,40.0,30.2,50.0,increasing
V436,2025-01,74.1,40.0,34.7,50.0,stable
V436,2025-01,74.4,40.0,33.6,50.0,stable
V436,2025-03,78.9,40.0,42.4,50.0,increasing
V436,2025-04,79.9,40.0,35.1,50.0,increasing
V436,2025-05,81.6,40.0,39.7,50.0,increasing
V436,2025-05,80.8,40.0,37.3,50.0,increasing
V436,2025-06,85.1,40.0,47.5,50.0,increasing
V436,2025-07,82.3,40.0,43.6,50.0,increasing
V436,2025-08,85.2,40.0,47.6,50.0,increasing
V436,2025-09,85.5,40.0,45.5,50.0,increasing
V436,2025-10,85.4,40.0,45.4,50.0,increasing
V436,2025-11,90.9,40.0,40.7,50.0,increasing
V189,2025-01,29.0,63.4,16.6,59.8,stable
V189,2025-01,24.1,74.9,12.6,89.1,stable
V189,2025-03,25.9,83.6,9.8,83.7,decreasing
V189,2025-04,23.4,76.8,8.1,82.0,decreasing
V189,2025-05,20.8,73.2,12.8,80.0,decreasing
V189,2025-05,18.9,82.4,9.7,67.5,decreasing
V189,2025-06,15.4,85.4,9.6,99.5,decreasing
V189,2025-07,11.3,81.9,7.4,92.8,decreasing
V189,2025-08,13.5,81.1,11.0,93.0,decreasing
V189,2025-09,9.6,99.5,4.0,81.5,decreasing
V189,2025-10,5.0,100.0,1.5,91.7,decreasing
V189,2025-11,5.5,92.9,2.5,89.1,decreasing
V492,2025-01,54.3,49.1,24.2,52.8,stable
V492,2025-01,53.0,40.0,29.0,50.0,stable
V492,2025-03,51.7,41.5,30.6,62.6,decreasing
V492,2025-04,54.0,43.8,23.6,50.0,decreasing
V492,2025-05,51.1,43.9,24.1,50.0,decreasing
V492,2025-05,52.6,40.2,25.3,54.1,decreasing
V492,2025-06,49.8,53.6,22.0,50.0,decreasing
V492,2025-07,47.4,49.2,25.1,53.3,decreasing
V492,2025-08,48.2,57.2,25.1,50.0,decreasing
V492,2025-09,47.1,59.3,24.0,56.2,decreasing
V492,2025-10,44.8,62.8,24.9,61.8,decreasing
V492,2025-11,48.5,60.5,19.7,61.6,decreasing
V280,2025-01,46.6,46.8,25.4,64.4,stable
V280,2025-01,45.5,50.3,23.0,50.0,stable
V280,2025-03,45.5,63.7,26.4,50.0,decreasing
V280,2025-04,44.8,55.1,24.4,53.2,decreasing
V280,2025-05,38.6,53.5,22.0,71.7,decreasing
V280,2025-05,41.2,66.9,22.0,53.7,decreasing
V280,2025-06,39.4,55.7,18.2,50.0,decreasing
V280,2025-07,38.2,61.5,20.0,53.4,decreasing
V280,2025-08,35.1,60.2,22.5,74.7,decreasing
V280,2025-09,34.0,68.2,17.6,69.2,decreasing
V280,2025-10,34.8,68.5,12.8,53.4,decreasing
V280,2025-11,33.2,69.7,12.6,54.7,decreasing
V441,2025-01,46.3,55.8,26.3,60.3,stable
V441,2025-01,42.3,60.7,20.5,56.5,stable
V441,2025-03,47.3,43.5,22.6,61.9,stable
V441,2025-04,46.6,52.0,27.4,50.0,stable
V441,2025-05,43.3,59.3,19.9,50.5,stable
V441,2025-05,44.7,45.9,21.9,67.0,stable
V441,2025-06,44.4,59.2,20.7,69.5,stable
V441,2025-07,44.0,61.7,20.2,62.0,stable
V441,2025-08,46.2,59.2,19.7,55.6,stable
V441,2025-09,47.6,55.4,26.2,60.0,stable
V441,2025-10,47.2,46.3,23.6,50.0,stable
V441,2025-11,44.6,56.1,25.4,69.3,stable
V101,2025-01,56.3,46.5,26.3,50.0,stable
V101,2025-01,52.9,44.8,24.1,53.3,stable
V101,2025-03,53.6,52.5,30.8,54.0,stable
V101,2025-04,57.0,40.0,24.6,50.0,stable
V101,2025-05,56.5,47.5,28.9,51.2,stable
V101,2025-05,54.0,43.9,29.0,50.0,stable
V101,2025-06,51.1,50.9,29.3,50.0,stable
V101,2025-07,51.9,52.4,26.3,50.0,stable
V101,2025-08,55.6,40.0,32.4,53.8,stable
V101,2025-09,55.2,40.7,28.3,50.0,stable
V101,2025-10,55.6,43.2,23.2,50.0,stable
V101,2025-11,53.4,42.1,26.6,56.6,stable
V100,2025-01,42.6,63.6,17.8,51.3,stable
V100,2025-01,44.0,63.2,21.8,54.2,stable
V100,2025-03,39.7,70.3,16.8,50.9,decreasing
V100,2025-04,37.7,60.3,19.6,74.4,decreasing
V100,2025-05,35.1,60.2,20.5,60.8,decreasing
V100,2025-05,35.7,62.9,16.5,77.0,decreasing
V100,2025-06,30.5,70.3,11.0,75.3,decreasing
V100,2025-07,29.2,77.3,16.6,79.6,decreasing
V100,2025-08,29.0,63.0,18.7,85.6,decreasing
V100,2025-09,27.9,72.8,10.0,81.9,decreasing
V100,2025-10,23.2,73.7,13.6,91.1,decreasing
V100,2025-11,25.0,69.5,10.2,85.1,decreasing
V447,2025-01,73.5,40.0,41.7,50.0,stable
V447,2025-01,73.8,40.0,40.9,50.0,stable
V447,2025-03,76.6,40.0,36.8,50.0,increasing
V447,2025-04,75.1,40.0,41.5,50.0,increasing
V447,2025-05,78.2,40.0,41.8,50.0,increasing
V447,2025-05,78.2,40.0,37.2,50.0,increasing
V447,2025-06,78.8,40.0,42.4,50.0,increasing
V447,2025-07,80.5,40.0,45.1,50.0,increasing
V447,2025-08,84.4,40.0,37.7,50.0,increasing
V447,2025-09,83.9,40.0,37.7,50.0,increasing
V447,2025-10,84.1,40.0,39.0,50.0,increasing
V447,2025-11,87.4,40.0,47.0,50.0,increasing
